,participant_id,bigram,iki_ms_mean,iki_ms_std,keystroke_count,coeff_var
41996,79951,l ,188.16666666666666,30.727295140748502,6,0.16329829127058548
42001,79951,ll,137.28571428571428,15.499615970665058,7,0.11290042850640522
42012,79951,n ,196.6,38.40196754218606,10,0.19533045545364222
42016,79951,nd,253.0,123.9741908624533,6,0.49001656467372845
42023,79951,o ,192.5,68.80915636744865,6,0.3574501629477852
42030,79951,on,158.0,23.60508419811291,6,0.14939926707666398
42033,79951,or,193.16666666666666,57.17137978627651,6,0.2959691792214487
42044,79951,r ,185.66666666666666,26.88989897092711,6,0.14482889930481388
42048,79951,re,153.83333333333334,13.392784126785088,6,0.08706035185342419
42056,79951,s ,237.66666666666666,99.90686138789945,15,0.42036547568541144
42063,79951,st,213.83333333333334,33.09028054681112,6,0.15474799943949083
42065,79951,t ,188.33333333333334,31.921304750428,12,0.16949365354209556
42070,79951,te,197.5,32.739883933819925,6,0.16577156422187303
42071,79951,th,159.9,15.730013774098653,10,0.0983740698817927
42073,79951,to,146.33333333333334,21.360399496888316,6,0.1459708393864805
42094,80084, SHIFT,337.875,91.71296449871663,8,0.2714405164593907
42095,80084, a,168.83333333333334,85.96810543169572,12,0.5091891733367959
42096,80084, b,243.0,112.99026506739419,6,0.4649805146806345
42103,80084, i,197.0,55.2871293039046,7,0.2806453264157594
42109,80084, p,387.5,120.10233731518893,8,0.3099415156521005
42111,80084, s,224.85714285714286,103.26410891726219,7,0.45924317815809107
42112,80084, t,174.61111111111111,79.34150971212165,18,0.45438981063257705
42135,80084,BKSPBKSP,137.27777777777777,94.45684078584159,18,0.688070875817543
42136,80084,BKSPSHIFT,234.66666666666666,28.751811537130433,6,0.1225219241639081
42167,80084,SHIFTI,266.1111111111111,113.54453360294855,9,0.42668091959354365
42195,80084,at,174.53846153846155,95.68317109486512,13,0.5482067978110385
42213,80084,d ,191.0,72.36021006050217,10,0.3788492673324721
42220,80084,e ,187.43478260869566,50.23474538871253,23,0.26801186359090423
42225,80084,ed,186.0,99.47696550793388,7,0.5348223952039456
42234,80084,er,192.25,149.92926903805576,8,0.7798661588455437
42246,80084,g ,164.5,38.682037174895534,6,0.23514916215741966
42254,80084,he,69.54545454545455,40.586607733003845,11,0.5835982811281598
42266,80084,in,95.44444444444444,20.76722845682057,9,0.21758446578740992
42269,80084,is,82.28571428571429,42.6173450045647,7,0.5179191233193626
42294,80084,n ,227.83333333333334,163.40920006739728,6,0.717231309732541
42300,80084,ng,148.83333333333334,146.87057794761571,6,0.9868123938249656
42306,80084,o ,219.71428571428572,57.02839727046601,7,0.25955707470303124
42313,80084,on,124.14285714285714,45.65241348650537,7,0.367740960190492
42317,80084,ou,98.88888888888889,31.65613860076922,9,0.3201182555133966
42328,80084,re,144.41666666666666,89.20605190775846,12,0.6176991476590316
42336,80084,s ,198.0,54.7243090408641,9,0.27638539919628335
42344,80084,st,215.33333333333334,59.71152875841203,6,0.2772981211690961
42346,80084,t ,176.4375,24.99324908850388,16,0.14165497180873612
42354,80084,th,77.16666666666667,36.85804052734154,12,0.4776419938748363
42377,80084,y ,193.14285714285714,29.418976706816135,7,0.15231718709150366
42385,80459, a,118.375,114.57366625887468,8,0.9678873601594482
42399,80459, s,158.375,80.51253229866053,8,0.5083664233538155
42400,80459, t,137.0,84.27188143147156,9,0.6151232221275296
42403,80459, w,126.125,68.58662406038076,8,0.5437988032537622
42404,80459, y,120.33333333333333,20.925263837444597,6,0.17389415931394403
42412,80459,BKSPBKSP,121.11111111111111,36.12632158290007,9,0.29829072866614736
42446,80459,an,153.28571428571428,173.57199686365914,7,1.1323429431925573
42462,80459,d ,105.375,18.791620472966134,8,0.17833091789291705
42471,80459,e ,117.4,96.68873311359039,10,0.8235837573559658
42482,80459,er,140.77777777777777,17.781857170848166,9,0.12631153475740609
42498,80459,he,111.28571428571429,42.48417072163186,7,0.38175763164495896
42519,80459,l ,190.85714285714286,87.44794369876777,7,0.45818533375102877
42524,80459,ll,116.66666666666667,12.516655570345726,6,0.10728561917439193
42528,80459,me,73.16666666666667,21.23597576441136,6,0.2902411266206564
42529,80459,n ,145.5,6.833739825307954,6,0.046967284022735076
42550,80459,or,116.83333333333333,20.262444735684458,6,0.17343034010571576
42552,80459,ou,176.77777777777777,16.92466969971481,9,0.09573980345533205
42560,80459,r ,96.3,26.671041307838816,10,0.2769578536639545
42571,80459,s ,88.75,24.211862499904584,8,0.27280971830878403
42581,80459,t ,91.0,23.921747427811372,9,0.26287634536056453
42583,80459,te,206.57142857142858,101.65932838465464,7,0.49212676258131566
42584,80459,th,88.875,54.47263402060576,8,0.612912900372498
42594,80459,ur,128.33333333333334,130.5812646081614,6,1.017516347596063
42609,80713, SHIFT,405.25,203.33766140450848,12,0.5017585722504836
42610,80713, a,329.6666666666667,167.62530365145477,12,0.5084690707324209
42617,80713, h,242.625,66.09719574773415,8,0.2724253302328043
42618,80713, i,296.1666666666667,136.06089323044543,6,0.45940650499869023
42621,80713, l,343.6666666666667,189.72998357314708,6,0.5520756069053746
42622,80713, m,271.0,86.45037111931138,7,0.31900505948085384
42628,80713, s,320.55555555555554,149.32273027833966,9,0.4658248084939539
42629,80713, t,418.64285714285717,275.83233679534027,14,0.6588726693626964
42631,80713, w,230.57142857142858,91.76756351939237,7,0.39800058527617505
42639,80713,BKSPBKSP,185.34782608695653,122.50106073590925,23,0.660925263177554
42710,80713,an,184.66666666666666,65.02512334987661,6,0.35212160658777947
42713,80713,as,225.42857142857142,74.08746439818535,7,0.3286516164685028
42714,80713,at,379.55555555555554,257.11092504554875,9,0.677399978164502
42727,80713,d ,334.125,151.18336784939578,8,0.45247547429673257
42733,80713,e ,328.125,185.45603311133152,24,0.5651993390059628
42739,80713,ed,215.5,33.85705244110893,6,0.15710929207011104
42747,80713,er,189.5,68.71265219323564,8,0.3625997477215601
42765,80713,ha,162.125,83.69406447635,8,0.5162317007022359
42766,80713,he,135.0,29.529646120466797,6,0.21873811941086516
42775,80713,in,261.0833333333333,196.41072843005355,12,0.7522913313631161
42778,80713,is,165.0,76.09580427705215,8,0.4611866925881949
42788,80713,l ,378.5,258.9384096653102,6,0.6841173306877416
42793,80713,li,222.33333333333334,21.38847041437668,6,0.09620001685626692
42794,80713,ll,145.57142857142858,19.138592275444775,7,0.13147217461051366
42808,80713,n ,223.66666666666666,42.84701467624864,6,0.19156638454358557
42814,80713,ne,203.33333333333334,147.1525285772102,6,0.7237009602157879
42821,80713,o ,267.9,57.703167638835524,10,0.2153906966735182
42857,80713,s ,354.75,236.5619016945318,16,0.6668411605201742
42867,80713,st,233.4,60.48544361157392,10,0.2591492871104281
42869,80713,t ,363.0769230769231,157.2733615600883,13,0.4331681568392262
42874,80713,te,148.83333333333334,24.473795510028005,6,0.16443759581205825
42875,80713,th,182.55555555555554,20.112875920110923,9,0.11017400077967031
42876,80713,ti,258.0,164.35571179609184,6,0.637037642620511
42878,80713,to,206.0,198.79386308435176,9,0.965018752836659
42891,80713,ve,143.11111111111111,33.194293351585465,9,0.2319477019908922
42900,80713,y ,373.7142857142857,238.06981769060542,7,0.6370369739427515
42907,81192, a,147.35714285714286,49.13342453557869,14,0.3334308984479407
42914,81192, h,172.0,87.32060976017569,10,0.5076779637219516
42915,81192, i,107.9,35.44463601480797,10,0.328495236467173
42923,81192, s,173.0,40.06494727314639,6,0.23158929059622188
42924,81192, t,117.5,40.37669845068784,10,0.3436314761760667
42937,81192,BKSPBKSP,140.53846153846155,9.879400999178255,13,0.07029677777193066
42981,81192,at,80.57142857142857,16.90026767891703,7,0.20975509530570782
42997,81192,d ,111.77777777777777,32.034269844097345,9,0.286588895225523
43005,81192,e ,95.8695652173913,30.439663640218566,23,0.317511230714298
43011,81192,ee,178.16666666666666,22.09449403509088,6,0.1240102565112678
43015,81192,en,124.875,55.76593302110425,8,0.44657403820704106
43016,81192,er,84.0,30.10647770829394,6,0.3584104489082612
43017,81192,es,177.85714285714286,52.349557691313784,7,0.294334862521443
43037,81192,ha,107.33333333333333,21.86892772862904,9,0.20374777386921467
43039,81192,hi,96.28571428571429,28.87163709545111,7,0.299853797727237
43049,81192,in,96.9090909090909,32.20700093288584,11,0.3323424111273398
43053,81192,is,98.0,9.2951600308978,6,0.09484857174385511
43061,81192,la,112.5,9.005553841935543,6,0.0800493674838715
43062,81192,le,106.16666666666667,20.97061436073504,6,0.19752540999122487
43072,81192,n ,109.28571428571429,49.34475414777909,7,0.45152062618882827
43085,81192,o ,76.66666666666667,25.68008307359356,6,0.3349576053077421
43095,81192,ou,83.5,18.562635280892327,8,0.2223070093520039
43105,81192,r ,103.83333333333333,58.82658129338018,6,0.5665481344466792
43110,81192,re,99.42857142857143,28.953164149807776,7,0.29119561644921615
43119,81192,s ,86.06666666666666,29.96299304777399,15,0.3481370222436947
43132,81192,t ,102.1,38.69381231038253,10,0.3789795525012981
43135,81192,te,129.28571428571428,20.653605703882036,7,0.15975164632836936
43136,81192,th,83.88888888888889,20.42329824272052,9,0.24345653534368833
43156,81192,ve,150.57142857142858,12.011898862615954,7,0.07977541939118754
43164,81192,y ,84.33333333333333,14.250146198080449,6,0.16897406558988676
43168,81192,yo,101.5,28.626910416599273,6,0.282038526271914
43173,81529, BKSP,472.0,217.77235820920893,6,0.4613821148500189
43177,81529, a,192.16666666666666,95.69443161660058,12,0.4979762269727698
43184,81529, i,197.625,75.42439450015019,8,0.3816541151177745
43187,81529, m,181.875,44.96804420919371,8,0.24724697846979357
43193,81529, t,151.3,29.35245588816491,10,0.19400169126348255
43197,81529, y,212.66666666666666,106.09932453445057,6,0.49889964514631935
43218,81529,BKSPBKSP,301.0625,266.0134003516865,16,0.8835819816539308
43259,81529,SHIFTI,166.16666666666666,81.55836356049983,6,0.4908226493109318
43284,81529,an,105.22222222222223,36.59158980482324,9,0.3477553413341174
43299,81529,d ,94.11111111111111,75.3814374439166,9,0.8009833966886061
43307,81529,e ,83.88235294117646,24.748440236056226,17,0.2950375063204459
43313,81529,ee,143.0,15.270887335056862,6,0.10678942192347456
43317,81529,en,207.14285714285714,172.55475321515445,7,0.833022946555918
43321,81529,et,208.22222222222223,101.86851547187898,9,0.48922979682332485
43337,81529,he,106.5,17.626684316683047,6,0.16550877292660138
43346,81529,in,189.5,27.728273347923107,8,0.14632334220539897
43372,81529,n ,119.36363636363636,39.21038823391762,11,0.32849525557737536
43386,81529,o ,97.16666666666667,25.150878049616214,6,0.25884265574219084
43393,81529,or,198.71428571428572,174.78531048662174,7,0.879581001729944
43396,81529,ou,195.1,182.37961021512854,10,0.9348006674276194
43401,81529,r ,96.11111111111111,36.360845852525365,9,0.37832093950604423
43414,81529,s ,76.42857142857143,19.39751881720279,14,0.2537993116269524
43419,81529,se,190.85714285714286,37.751064318014365,7,0.197797492684207
43423,81529,t ,106.625,63.31539532936903,8,0.5938137897244458
43429,81529,th,72.28571428571429,26.543764400917755,7,0.3672062268901665
43445,81529,ve,105.83333333333333,42.981003555834604,6,0.4061197186378073
43466,81752, c,216.85714285714286,178.4418005694747,7,0.8228541528236647
43472,81752, i,155.4,37.54759942023221,10,0.24161904388823816
43479,81752, s,123.28571428571429,41.939298538539745,7,0.34017971004609293
43480,81752, t,165.72222222222223,122.5132912624084,18,0.7392689382243885
43483,81752, w,141.11111111111111,50.557997499021965,9,0.35828502164661236
43495,81752,BKSPBKSP,94.03333333333333,13.226106194094738,30,0.14065338029877425
43546,81752,an,98.71428571428571,58.26295073690852,7,0.5902180248312007
43549,81752,at,94.14285714285714,33.153323470549026,7,0.35215973337457235
43562,81752,d ,86.0,27.299683647850706,12,0.3174381819517524
43571,81752,e ,97.63157894736842,37.579856493008165,19,0.3849149721655823
43576,81752,ed,204.69230769230768,69.859841367537,13,0.34129197210747125
43582,81752,er,76.0,21.679483388678797,6,0.2852563603773526
43600,81752,he,139.0,140.0816088673211,8,1.0077813587577058
43610,81752,in,64.11111111111111,12.05657957760455,9,0.1880575670683552
43613,81752,is,114.1,142.52130445032498,10,1.2490911871194126
43614,81752,it,89.33333333333333,36.691506737481724,6,0.4107258216882283
43635,81752,n ,80.75,32.380549717384355,8,0.4009975197199301
43645,81752,o ,86.0909090909091,29.13573251337452,11,0.33842983912050656
43655,81752,or,90.66666666666667,57.37130525503727,6,0.6327717491364404
43658,81752,ou,78.14285714285714,19.531415475489496,7,0.24994498780333907
43660,81752,pe,94.5,23.192671256239546,6,0.24542509265861953
43665,81752,r ,88.33333333333333,15.908069231263317,6,0.18009134978788663
43670,81752,re,68.125,15.26375258110347,8,0.224055083759317
43678,81752,s ,112.73333333333333,46.87897284751549,15,0.4158394989430706
43689,81752,t ,81.66666666666667,16.70528858375894,6,0.20455455408684414
43695,81752,th,86.11111111111111,35.31799981753088,9,0.41014451401003604
43697,81752,to,88.77777777777777,57.65799549450575,9,0.6494642796627682
43726,82228, a,359.7142857142857,238.19299897751984,7,0.6621727533132005
43733,82228, h,450.6666666666667,243.43020902646134,6,0.5401557892598994
43734,82228, i,348.8333333333333,228.22656871334385,6,0.6542567664978801
43742,82228, t,448.0,199.7001919545063,13,0.4457593570413087
43745,82228, w,343.55555555555554,185.81517101081326,9,0.5408591652966751
43759,82228,BKSPBKSP,186.5625,108.31433807826798,16,0.5805793665836809
43817,82228,ar,222.83333333333334,215.96982813964237,6,0.9691989295720674
43818,82228,as,240.85714285714286,110.42407432474221,7,0.45846294203629623
43831,82228,d ,148.41666666666666,90.02268232691877,12,0.6065537270763758
43837,82228,e ,154.26315789473685,83.38387940740847,19,0.5405300951009079
43850,82228,er,182.5,21.915747762739013,6,0.1200862891108987
43865,82228,ha,101.16666666666667,6.177917664283546,6,0.06106673144267097
43866,82228,he,118.11111111111111,19.64334775722079,9,0.16631244573376022
43877,82228,in,163.85714285714286,22.460547421561,7,0.13707395985259546
43903,82228,n ,176.0,21.063396370639442,7,0.11967838846954228
43921,82228,on,185.71428571428572,25.69509866177001,7,0.138358223563377
43924,82228,ou,167.54545454545453,20.35860327411307,11,0.12151092567294833
43936,82228,re,237.0,199.01674971385364,7,0.8397331211555006
43942,82228,s ,131.9090909090909,30.11130865789312,11,0.22827318762014082
43949,82228,st,261.1666666666667,376.9808571620934,6,1.4434493573532612
43950,82228,t ,227.4,124.60622420694365,10,0.5479605286145279
43955,82228,th,165.1,89.67280028587884,10,0.5431423397085332
43984,82836, BKSP,332.85714285714283,67.35831691144648,7,0.2023640422232298
43986,82836, a,330.0,138.34823921581963,18,0.41923708853278674
43987,82836, b,340.3333333333333,138.05312986914373,6,0.4056409300758386
43996,82836, m,538.6666666666666,211.79486931147946,6,0.39318354451388515
44000,82836, r,357.3333333333333,171.08555364690108,6,0.47878419863871574
44001,82836, s,390.0,337.11867346677786,7,0.8644068550430202
44002,82836, t,311.44444444444446,154.17569130978356,18,0.4950343281441498
44024,82836,BKSPBKSP,172.06666666666666,27.66242078722546,15,0.16076571553986127
44059,82836,SHIFTI,203.0,45.58142896692321,7,0.22453905895036066
44084,82836,an,342.7692307692308,233.4809606249704,13,0.6811607917694379
44085,82836,ar,207.0,40.511726697340364,6,0.1957088246248327
44086,82836,as,193.71428571428572,40.766466144427596,7,0.21044635915264984
44102,82836,d ,254.11111111111111,122.47800256009694,9,0.48198601794528745
44110,82836,e ,172.2,40.96878542635044,30,0.23791396879413731
44125,82836,er,180.16666666666666,158.38486880591424,6,0.879101954519413
44126,82836,es,262.6666666666667,76.067404320116,9,0.2895967169547563
44127,82836,et,260.8333333333333,74.12804237713732,6,0.2841969675800792
44131,82836,fo,247.83333333333334,212.19652840389887,6,0.8562065705604527
44138,82836,ge,256.1666666666667,62.76118758171061,6,0.24500138288240964
44144,82836,he,124.21428571428571,47.04691369167683,14,0.37875606192264266
44160,82836,in,215.42857142857142,19.915296824778878,7,0.09244501178610885
44186,82836,nd,318.0,205.80767721346064,6,0.6471939535014486
44189,82836,ng,247.85714285714286,200.81536177247378,7,0.8102060705517674
44197,82836,o ,192.2,37.99649106606205,10,0.1976924613218629
44207,82836,or,220.0,177.05253457660527,11,0.8047842480754784
44210,82836,ou,237.0,61.44591117397479,6,0.25926544799145484
44220,82836,r ,203.14285714285714,128.37371040758123,7,0.6319380962398513
44226,82836,re,237.0,72.36481649715329,13,0.3053367784690012
44237,82836,s ,181.375,38.541536035814666,16,0.21249640819194854
44249,82836,t ,163.05882352941177,37.92669012093478,17,0.2325951414343042
44256,82836,th,140.75,27.200016711224812,12,0.19325056277957237
44258,82836,to,161.28571428571428,55.19877500366074,7,0.34224218337079293
44277,82836,y ,247.71428571428572,158.1441476266872,7,0.6384135140639045
44282,82946, SHIFT,93.0,39.340394846349305,13,0.423014998347842
44283,82946, a,119.22222222222223,121.22167481289988,9,1.0167708045816393
