,participant_id,bigram,iki_ms_mean,iki_ms_std,keystroke_count,coeff_var
162886,303715,TAB71TAB32,117.33333333333333,24.097026095903757,6,0.20537238149917975
162895,303715,TAB72TAB69,111.85714285714286,23.06798361651638,14,0.20622718431112982
162906,303715,TAB73TAB76,237.57142857142858,142.69297710218856,7,0.6006318939959832
162908,303715,TAB73TAB78,110.75,15.86949618264263,12,0.14329116192002375
162911,303715,TAB73TAB84,221.57142857142858,180.20438132192862,7,0.8133015275651194
162917,303715,TAB76TAB69,205.33333333333334,237.40907031254443,6,1.1562130047688852
162919,303715,TAB76TAB76,162.66666666666666,12.044362443345294,6,0.07404321174187681
162925,303715,TAB77TAB69,139.28571428571428,23.90756007148007,7,0.17164402102601076
162932,303715,TAB78TAB32,112.16666666666667,22.489256694401142,6,0.2004985737985243
162935,303715,TAB78TAB71,95.83333333333333,14.330619898199332,6,0.14953690328555827
162948,303715,TAB79TAB82,107.71428571428571,20.00595149544493,7,0.18573164518317575
162949,303715,TAB79TAB85,87.44444444444444,20.050630358614107,9,0.2292956457783062
162962,303715,TAB82TAB32,103.55555555555556,47.54500791647613,9,0.4591256129273446
162963,303715,TAB82TAB69,146.5,108.71936350071223,6,0.7421116962505955
162973,303715,TAB83TAB32,130.25,13.317550182264862,8,0.10224606665846343
162986,303715,TAB84TAB72,99.5,19.480759738778158,14,0.19578653003797145
162989,303715,TAB84TAB79,141.16666666666666,168.02906494611776,6,1.1902885356277528
163010,303715,TAB89TAB32,133.875,14.564511663629512,8,0.10879187050330168
163015,303762, BKSP,383.8888888888889,85.5211150015662,9,0.22277569754387722
163018,303762, a,190.8125,155.14991406163696,16,0.8131014166348481
163023,303762, f,133.0,48.88353506038614,6,0.36754537639388074
163025,303762, h,182.85714285714286,106.14522845521375,7,0.5804817181144502
163032,303762, o,146.0,55.520266569965244,9,0.3802757984244195
163035,303762, s,128.75,38.06291783725618,8,0.29563431329907713
163036,303762, t,190.3846153846154,162.87139019358108,13,0.8554860899056784
163046,303762,. ,405.375,268.95827477775913,8,0.6634801721313823
163059,303762,BKSPBKSP,170.8181818181818,43.35254729128794,66,0.2537935179372897
163118,303762,a ,149.14285714285714,56.407530736680215,7,0.3782114129854037
163125,303762,an,82.63636363636364,19.92622757710414,11,0.24113146682964304
163126,303762,ar,87.85714285714286,24.04460141368239,7,0.2736783900744337
163128,303762,at,102.83333333333333,24.194351957981155,6,0.2352773286027341
163148,303762,d ,139.85714285714286,86.88388529416444,7,0.6212330919909612
163156,303762,e ,105.0,35.440090293338706,26,0.33752466946036863
163188,303762,ha,83.85714285714286,33.91375616387629,7,0.40442298662203413
163201,303762,in,66.5,44.48113564840076,8,0.6688892578706881
163204,303762,is,115.5,104.07003136624603,8,0.9010392326081907
163241,303762,ng,108.125,33.042991476473276,8,0.30559992116969503
163247,303762,o ,97.42857142857143,15.098091963966208,7,0.15496575329584084
163253,303762,om,69.0,36.42526595647587,6,0.5279024051663169
163254,303762,on,71.45454545454545,22.90136955015414,11,0.3205026272922335
163257,303762,or,110.88888888888889,44.19401668903961,9,0.39854323667470587
163259,303762,ot,143.33333333333334,61.24268663821556,6,0.42727455794103875
163275,303762,re,87.6923076923077,83.24600552517482,13,0.9492965542344497
163283,303762,s ,120.16666666666667,24.42334948363963,18,0.20324562677092617
163295,303762,t ,132.23529411764707,127.76126633870919,17,0.9661661600347224
163300,303762,th,75.83333333333333,26.103001104598427,6,0.3442153991815177
163302,303762,to,63.666666666666664,24.434947650172422,6,0.38379498926972394
163311,303762,ve,102.57142857142857,59.2785996878501,7,0.5779250665946388
163325,303866, BKSP,309.6666666666667,47.24686938482451,6,0.1525733134063224
163326,303866, SHIFT,273.125,126.17837430739526,8,0.46198031783028015
163327,303866, a,189.66666666666666,142.3357532971483,6,0.7504521263470034
163334,303866, h,207.0,65.26867548832288,6,0.3153076110546999
163335,303866, i,140.55555555555554,20.646495532602568,9,0.14689206307780484
163337,303866, m,182.16666666666666,25.701491526109276,6,0.14108778513875175
163340,303866, p,257.1666666666667,129.85748598624056,6,0.5049545793372932
163342,303866, s,255.5,64.32081052557304,10,0.25174485528600016
163343,303866, t,185.1304347826087,83.00400009409519,23,0.4483541573894292
163345,303866, w,231.77777777777777,107.95227855142495,9,0.46575767352005015
163358,303866,BKSPBKSP,139.45454545454547,84.81380006707742,33,0.6081823994379737
163396,303866,SHIFTI,143.85714285714286,85.82429448477583,7,0.596593904064976
163424,303866,ce,200.5,114.51419126029752,6,0.5711430985550998
163429,303866,d ,102.4,21.59320880894423,10,0.21087117977484598
163436,303866,e ,103.625,24.41277730312907,24,0.2355877182449126
163441,303866,ed,158.7,42.74485024213118,10,0.269343731834475
163450,303866,er,98.0,61.845686097648624,10,0.6310784295678431
163451,303866,es,210.16666666666666,59.341104360019,6,0.2823525980651182
163469,303866,ha,108.83333333333333,19.90393595916814,6,0.18288455705208093
163470,303866,he,129.58333333333334,34.916675706949,12,0.2694534459700244
163483,303866,in,131.33333333333334,18.9274932307477,9,0.1441179687620383
163485,303866,is,145.5,98.71459582337067,8,0.678450830401173
163506,303866,m ,130.5,66.6205673947618,6,0.5105024321437687
163509,303866,me,109.0,23.562682360037027,6,0.21617139779850483
163513,303866,n ,105.125,29.337628202897193,8,0.27907375222732167
163517,303866,ng,105.83333333333333,11.250185183661051,6,0.10630096236530127
163524,303866,o ,140.28571428571428,135.17989641808578,14,0.963604149619756
163533,303866,or,119.5,46.834816109385976,6,0.39192314735887845
163552,303866,re,94.0,21.37755832643195,9,0.22742083325991436
163561,303866,s ,113.41666666666667,39.92369616094577,12,0.3520090770987136
163577,303866,t ,92.16666666666667,20.696215435033846,12,0.22455206620289886
163582,303866,th,64.88888888888889,19.85852741547346,9,0.3060389498959951
163583,303866,ti,90.11111111111111,21.76835113441326,9,0.24157233071482037
163585,303866,to,53.18181818181818,18.956888889362528,11,0.3564543209965604
163600,303866,ve,167.83333333333334,57.66946043328883,6,0.3436114822241638
163610,303866,y ,86.0,17.98765008430939,10,0.2091587219105743
163616,304740, CAPS_LOCK,445.3333333333333,211.01658702575966,9,0.4738396415249094
163617,304740, a,514.7692307692307,192.38856248321773,13,0.3737374943636926
163634,304740, s,766.8333333333334,309.80020443290005,6,0.40399939721743106
163635,304740, t,731.4705882352941,394.84476659300213,17,0.5397958208348239
163637,304740, w,719.0909090909091,247.80494528780275,11,0.34460864705004174
163656,304740,BKSPBKSP,210.4375,171.04890869767823,16,0.8128252269565939
163679,304740,CAPS_LOCKI,442.0,183.99021713123773,6,0.41626745957293604
163716,304740,al,526.125,224.57225213407693,8,0.4268420092831113
163718,304740,an,311.1666666666667,185.10185566248916,12,0.5948640246250321
163735,304740,d ,122.625,18.12604676780272,8,0.14781689515027702
163744,304740,e ,144.58333333333334,25.280885831113537,24,0.17485338903363828
163755,304740,er,205.57142857142858,53.05298339979617,7,0.25807566629504736
163769,304740,he,267.4166666666667,85.83542215757838,12,0.32098007662540995
163784,304740,it,364.42857142857144,65.4111538471769,7,0.17948964207379
163793,304740,l ,246.83333333333334,56.27225485678237,6,0.22797672460546536
163799,304740,ll,163.55555555555554,18.808981306221177,9,0.11500056505162405
163807,304740,n ,219.9,97.993707280961,10,0.445628500595548
163820,304740,o ,262.5,130.7255394583119,10,0.49800205507928347
163827,304740,on,340.125,111.69913351754985,8,0.3284061257406831
163832,304740,ou,336.0,180.8070795074131,6,0.5381163080577771
163852,304740,s ,141.875,36.08892786279075,8,0.2543712977113004
163864,304740,t ,173.14285714285714,40.258505346662496,14,0.2325161199889748
163869,304740,th,162.71428571428572,104.40559119380282,14,0.6416498141849163
163870,304740,ti,229.16666666666666,52.91660104982809,6,0.23090880458106802
163871,304740,to,246.875,38.43895903154209,8,0.15570211253282873
163904,305089, BKSP,392.77777777777777,150.42753884992086,9,0.3829838329983841
163906,305089, SHIFT,492.2857142857143,348.7762961583037,7,0.7084834802983534
163908,305089, b,220.71428571428572,86.78846752442455,7,0.39321635771583935
163915,305089, i,337.5,221.64002346146782,6,0.6567111806265713
163920,305089, o,264.375,175.7335137563204,8,0.6647130543974294
163923,305089, s,337.44444444444446,151.28128693852977,9,0.4483146468379216
163924,305089, t,227.26315789473685,126.32007059021984,19,0.5558317140375584
163930,305089,", ",240.83333333333334,17.71346004220143,6,0.07355069913716857
163944,305089,BKSPBKSP,159.2325581395349,46.9157488073808,43,0.29463665820320933
163948,305089,BKSPe,268.1111111111111,299.1101153607332,9,1.1156199909849145
164002,305089,ar,258.25,148.5614351034615,8,0.5752620913977212
164023,305089,d ,208.44444444444446,138.5659690464357,9,0.664762111630022
164035,305089,e ,178.41379310344828,123.99381241514182,29,0.6949788480941462
164037,305089,eBKSP,459.3333333333333,163.09465554292902,6,0.35506819058692823
164040,305089,ed,252.11111111111111,86.28360858883401,9,0.34224437077986164
164047,305089,en,174.5,162.40535705450114,6,0.9306897252406942
164050,305089,er,241.0,306.7811380555635,7,1.2729507803135414
164051,305089,es,376.5,359.0619723668882,6,0.9536838575481759
164068,305089,he,99.41666666666667,56.00886022981028,12,0.5633749562093239
164083,305089,is,165.25,135.07960615873884,8,0.8174257558773909
164105,305089,n ,155.2,47.35867866024605,10,0.3051461253881833
164115,305089,o ,185.875,104.89510066183807,8,0.5643314090751208
164125,305089,on,156.57142857142858,19.432422587496585,7,0.12411218805882855
164127,305089,or,258.44444444444446,166.8091057999466,9,0.645435061134789
164129,305089,ou,158.0,47.763305301594585,7,0.3022994006430037
164147,305089,re,123.46153846153847,48.94829820776099,13,0.39646596679183355
164155,305089,rt,422.5,492.0108738635763,6,1.1645227783753285
164158,305089,s ,175.0,51.291881841643736,8,0.29309646766653563
164168,305089,st,259.57142857142856,95.24504736530423,7,0.36693193811619684
164170,305089,t ,166.15384615384616,47.16963386517177,13,0.2838913149292745
164176,305089,th,117.0,39.16631205513228,10,0.3347548038900195
164206,305089,y ,173.57142857142858,64.69120791075385,7,0.37270654763397276
164214,306590, SHIFT,285.3333333333333,59.36553433320268,6,0.2080567792051496
164215,306590, a,201.8181818181818,73.19401366480484,11,0.36267304068146544
164223,306590, i,165.0,68.4309871330233,6,0.41473325535165634
164232,306590, t,185.05263157894737,100.05746886676373,19,0.5406973573573693
164234,306590, w,178.77777777777777,45.00493800067326,9,0.2517367569956864
164243,306590,BKSPBKSP,235.58620689655172,169.84815008904263,29,0.7209596534810065
164277,306590,SHIFTT,104.16666666666667,26.232930958371135,6,0.2518361372003629
164298,306590,at,175.83333333333334,129.76504408609688,6,0.7380002507266172
164311,306590,d ,114.66666666666667,32.25290684574028,9,0.2812753503988977
164319,306590,e ,108.61904761904762,36.55608867271797,21,0.33655320566728514
164351,306590,ha,89.42857142857143,15.682869028094986,7,0.1753675450425957
164352,306590,he,105.0,23.03909720453473,6,0.21941997337652125
164365,306590,in,182.92857142857142,34.463948355690995,14,0.1884011233813643
164385,306590,n ,146.33333333333334,47.432759424965646,6,0.32414186395192923
164420,306590,re,140.0,50.785824793932406,6,0.36275589138523145
164427,306590,s ,131.36363636363637,33.21226498531146,11,0.25282693068403184
164440,306590,t ,122.71428571428571,120.0650007104668,14,0.9784109487465281
164446,306590,th,90.26666666666667,16.520405852272805,15,0.1830177900916485
164466,306590,wi,138.0,97.31598018825068,6,0.7051882622337006
164479,306836, SHIFT,974.5714285714286,286.8866542398799,7,0.2943721166342948
164480,306836, a,867.125,288.99898047274445,8,0.3332841060663047
164481,306836, b,914.625,395.1198507144021,8,0.432002023467981
164487,306836, h,948.7,394.48138950610416,10,0.4158125745821694
164488,306836, i,862.3333333333334,270.1641476337426,6,0.31329433432594805
164493,306836, o,808.5,189.9765775036491,6,0.23497412183506383
164496,306836, s,822.8,395.00120956214244,10,0.48006953033804384
164497,306836, t,888.2666666666667,360.31543059354186,15,0.40563880658234225
164499,306836, w,814.2307692307693,312.8335963005875,13,0.3842075344267961
164548,306836,SHIFTI,408.1666666666667,67.99534297778537,6,0.16658720206889024
164551,306836,SHIFTT,414.2857142857143,205.18992363638316,7,0.49528602257058
164554,306836,Th,484.8333333333333,469.84908924745895,6,0.9690940307613454
164566,306836,an,546.6666666666666,452.67236127984074,6,0.8280591974631234
164569,306836,at,325.42857142857144,87.36676931735762,7,0.2684668065063667
164571,306836,be,334.14285714285717,75.4573357852603,7,0.22582357866473796
164582,306836,d ,244.0,69.84983894040128,11,0.28626983172295606
164588,306836,e ,277.93333333333334,162.2524498159099,30,0.583781901472451
164596,306836,ee,167.9,20.728134396408077,10,0.12345523762006001
164605,306836,er,166.71428571428572,27.26239342460774,7,0.16352763836525636
164624,306836,he,352.2,217.0088579861302,10,0.6161523508975872
164625,306836,hi,364.0,163.05750519371995,9,0.44796017910362623
164633,306836,il,219.0,16.206994374857615,7,0.074004540524464
164635,306836,in,259.1666666666667,18.610033136277146,12,0.07180720181200184
164639,306836,is,393.8333333333333,213.15117696701617,12,0.5412217781642391
164647,306836,l ,323.625,113.35020007544256,8,0.350251680418517
164654,306836,ll,217.85714285714286,92.39124881255181,7,0.4240909781559755
164662,306836,me,377.0,130.12301871690497,6,0.3451538958008089
164665,306836,n ,362.6666666666667,341.3591372822187,12,0.9412476211825882
164678,306836,o ,262.0,11.730302638892137,6,0.04477214747668755
164684,306836,on,284.375,41.39681664779827,8,0.14557122337687303
164690,306836,ou,272.375,21.84319115880279,8,0.0801952864939983
164702,306836,r ,423.0,170.78223393717343,8,0.40374050576163933
164708,306836,re,206.0,38.12698082285912,7,0.18508243117892775
164716,306836,s ,246.36363636363637,102.28222986156757,11,0.4151677226853296
164728,306836,t ,394.0,236.27103080995775,11,0.5996726670303496
164733,306836,th,201.3,11.870130580579133,10,0.058967365030199365
164734,306836,ti,537.5714285714286,57.5408757402282,7,0.10703856768046703
164749,306836,ve,321.6666666666667,101.94442930668976,6,0.31692568696380236
164758,306836,y ,344.14285714285717,104.32549795620207,7,0.30314590522765233
164767,307238, BKSP,440.0,105.52724766618336,6,0.23983465378678034
164768,307238, CAPS_LOCK,296.1666666666667,256.4062531738777,6,0.8657498700299753
164769,307238, a,245.33333333333334,152.01403443980647,6,0.6196224229883416
164777,307238, i,304.0,268.68568997994663,8,0.8838345065129823
164786,307238, t,198.4,133.4277760759409,15,0.6725190326408311
164800,307238,BKSPBKSP,165.57777777777778,65.78528741598717,45,0.39730746661111566
164878,307238,d ,189.85714285714286,164.82761557804218,7,0.8681665229844208
164885,307238,e ,135.11111111111111,86.63709902867579,18,0.6412285289951333
164897,307238,er,165.22222222222223,88.39369007143237,9,0.5349987966663694
164918,307238,he,102.3,26.37359790902005,10,0.2578064311732165
164930,307238,in,171.54545454545453,56.29274133734052,11,0.32815058543229775
164933,307238,is,155.75,132.4027945324418,8,0.8500981992452121
164959,307238,n ,249.14285714285714,123.7515234671459,14,0.496709096485104
164982,307238,on,194.28571428571428,37.44201866759807,7,0.1927162725538136
164992,307238,r ,105.7,44.005176463179374,10,0.41632144241418517
164996,307238,re,144.0,113.19540626721563,6,0.7860792101889974
165006,307238,s ,142.69230769230768,77.1204519084536,13,0.5404667788732598
165011,307238,se,181.875,38.09175951379961,8,0.20943922756728306
165017,307238,t ,118.85714285714286,47.87284745875812,7,0.4027763608308977
165021,307238,te,210.66666666666666,80.34840799086605,6,0.3814006708427186
165022,307238,th,101.41666666666667,25.812112496174187,12,0.254515488869425
165023,307238,ti,126.0,54.30338058405888,8,0.4309792109845943
165024,307238,to,98.28571428571429,14.407339399466807,7,0.14658630202945877
165043,307238,y ,185.0,38.80292085225888,7,0.20974551812031828
165060,307721,SHIFTTAB73,59.5,16.25730604989646,6,0.27323203445204136
165073,307721,TAB32SHIFT,137.85714285714286,70.46850022392645,7,0.5111704679455805
165075,307721,TAB32TAB65,91.57142857142857,20.18649314503402,14,0.22044532295668978
165080,307721,TAB32TAB70,97.83333333333333,54.792031050752875,6,0.560054831864595
165086,307721,TAB32TAB77,107.71428571428571,44.42489649477451,7,0.41243272607880843
165087,307721,TAB32TAB79,91.83333333333333,19.52861148844604,6,0.21265275667999317
165091,307721,TAB32TAB84,87.6,52.89450417036321,15,0.6038185407575709
165093,307721,TAB32TAB87,85.0,37.91217922163449,7,0.44602563790158223
165108,307721,TAB65TAB78,89.0,26.449112566503164,10,0.2971810400730693
165125,307721,TAB68TAB32,114.44444444444444,79.94234033212798,9,0.698525303872963
165131,307721,TAB69TAB32,74.76470588235294,22.23041107291065,17,0.2973383070334233
165156,307721,TAB72TAB69,70.85714285714286,24.05153197773877,7,0.33943694323421647
165159,307721,TAB73TAB32,73.16666666666667,12.139467313958495,6,0.16591527080581084
165163,307721,TAB73TAB76,152.28571428571428,48.547963519644796,7,0.31879525763369004
165165,307721,TAB73TAB78,94.07692307692308,27.6087592938109,13,0.29347004972979696
165190,307721,TAB78TAB32,77.625,18.25171224844398,8,0.23512672783824773
165201,307721,TAB79TAB32,83.0,25.742312768410432,7,0.31014834660735463
165208,307721,TAB79TAB82,73.33333333333333,17.281975195754292,6,0.23566329812392217
165211,307721,TAB79TAB85,89.77777777777777,18.484978886773018,9,0.20589704205564005
165236,307721,TAB83TAB32,101.5,41.44531681281114,8,0.40832824446119353
165246,307721,TAB84TAB32,104.83333333333333,49.14696574992441,12,0.4688104841010278
165249,307721,TAB84TAB72,69.9,27.24559087673127,10,0.38977955474579784
165253,307721,TAB84TAB79,73.25,27.535691124689166,8,0.3759138720094084
165280,307721,TAB89TAB79,80.5,10.483320084782301,6,0.13022757869294785
165282,307801, SHIFT,259.42857142857144,301.9806048644279,7,1.1640221553144248
165291,307801, i,101.0,23.224986544667793,11,0.22995036182839398
165293,307801, l,173.0,69.96856437000834,6,0.40444256861276495
165296,307801, o,146.55555555555554,62.86316709948503,9,0.42893745556888957
165299,307801, s,107.16666666666667,37.77521233119235,6,0.3524903172428524
165300,307801, t,119.42307692307692,20.225079632818414,26,0.16935654442939735
165302,307801, w,133.3846153846154,49.72849361204376,13,0.3728203096635346
165311,307801,BKSPBKSP,195.5,183.539407991075,36,0.9388205012331202
165315,307801,BKSPe,139.66666666666666,28.281914126640487,6,0.20249580520267654
165345,307801,SHIFTI,109.5,25.86696735220424,6,0.23622801234889718
165367,307801,an,184.85714285714286,108.48260777874115,7,0.5868456371338393
165369,307801,ar,177.0,89.3550968514574,7,0.5048310556579514
165382,307801,d ,131.83333333333334,61.791315463151186,6,0.46870782905045144
165390,307801,e ,129.1304347826087,32.838868804327376,23,0.25430773821532987
165393,307801,eBKSP,361.5,145.05688539328287,6,0.40126386000908126
165399,307801,el,133.0,52.37229365663817,8,0.39377664403487345
165401,307801,en,149.5,87.15995148494028,8,0.5830097089293664
165402,307801,er,132.14285714285714,26.623476929385536,7,0.20147496054670136
165423,307801,ha,93.83333333333333,20.203135070247555,6,0.21530872188540912
165424,307801,he,131.16666666666666,46.59659241020125,12,0.3552472102429574
165425,307801,hi,111.66666666666667,47.017727153347884,6,0.42105427301505566
165432,307801,in,99.73333333333333,24.87243645560473,15,0.24938940296395118
165437,307801,it,147.25,35.269371576887664,8,0.23952035026748839
165443,307801,l ,111.28571428571429,22.11872725176779,7,0.19875621407236782
165450,307801,ll,141.25,11.597413504743203,8,0.08210558233446516
165456,307801,me,125.42857142857143,19.55212812677214,7,0.15588257048679383
165461,307801,n ,144.1818181818182,29.030391598523718,11,0.20134571726592743
165467,307801,ne,132.75,47.993303104257606,8,0.36153147347840003
165474,307801,nt,159.83333333333334,50.901538942026754,6,0.31846635417326435
165481,307801,on,141.0,31.699481744298957,8,0.22481901946311317
165486,307801,ou,100.1,39.73090037293951,10,0.39691209163775737
165510,307801,s ,134.8235294117647,64.41393026174312,17,0.47776475325027623
165514,307801,se,202.16666666666666,16.951892716350777,6,0.08385107691517285
165521,307801,t ,183.41176470588235,151.8708574840518,17,0.8280322569688521
165524,307801,te,210.83333333333334,175.65240296297307,6,0.8331339270971054
165525,307801,th,115.3157894736842,30.495997244773232,19,0.2644563887041038
165529,307801,to,173.25,154.49063771910951,8,0.8917208526355528
165566,308115, SHIFT,208.625,106.72252071878471,8,0.5115519267527128
165567,308115, a,101.5,33.513323576495026,8,0.3301805278472416
165573,308115, h,136.83333333333334,43.59090119126544,6,0.31856931443068526
165574,308115, i,128.85714285714286,22.79933165269377,7,0.17693494630693613
165580,308115, o,136.4,91.45636482315852,10,0.6705012083809275
165581,308115, p,146.71428571428572,51.07091241830417,7,0.3480977477391715
165582,308115, s,114.57142857142857,45.59187479824719,7,0.3979340693113845
165583,308115, t,92.6,29.52663580942167,10,0.3188621577691325
165605,308115,BKSPBKSP,141.27272727272728,59.97514636762616,11,0.42453449809773985
165660,308115,al,119.71428571428571,59.765414429289805,7,0.49923377208237313
165685,308115,d ,85.0,53.098291605555175,8,0.6246857835947668
165691,308115,e ,68.56,20.68227904914414,25,0.30166684727456444
165723,308115,he,76.61538461538461,16.225178281190328,13,0.21177441531674124
165735,308115,in,79.08333333333333,17.427555679718743,12,0.22036951333680183
165738,308115,it,84.33333333333333,31.512960296783717,6,0.3736714659697674
165751,308115,ll,134.71428571428572,16.33722014005938,7,0.12127310814466134
165766,308115,ng,74.83333333333333,36.706493521809826,6,0.49050993570347207
165773,308115,o ,93.66666666666667,15.857700547893653,6,0.1692992941056262
165784,308115,ou,76.25,11.865315599920397,8,0.15561069639239863
165795,308115,r ,63.888888888888886,15.76740660702042,9,0.24679419037075442
165801,308115,s ,81.0,21.18175315375634,7,0.2615031253550165
165813,308115,st,67.14285714285714,25.874237968995157,7,0.3853609910275875
165817,308115,t ,64.0909090909091,18.212383399514437,11,0.2841648473683103
165822,308115,th,42.9,11.580155439371271,10,0.2699336932254376
165832,308115,ur,70.0,20.039960079800558,6,0.2862851439971508
165844,308115,y ,72.0,14.87087277676926,8,0.20653989967735084
165851,308887, BKSP,944.0,200.71870864471003,7,0.21262575068295556
165853,308887, a,1027.6666666666667,416.4106947073606,6,0.4052001570295432
165861,308887, i,1053.2222222222222,186.8473827604884,9,0.17740546944238797
165864,308887, m,782.2857142857143,336.55495553510735,7,0.4302199942925039
165870,308887, t,1013.4444444444445,318.9220559600383,9,0.31469120750360097
165884,308887,BKSPBKSP,195.75,43.28578393548037,12,0.22112788728214747
165888,308887,BKSPe,803.1428571428571,441.88891084050704,7,0.5501996399650568
165955,308887,d ,228.66666666666666,261.59223994606566,9,1.1439893875192377
165961,308887,e ,133.0,34.75773295253878,21,0.2613363379890134
165966,308887,ed,594.0,387.72670787553443,6,0.6527385654470277
165974,308887,er,235.0,266.848271495245,8,1.135524559554234
165980,308887,f ,133.0,31.749015732775085,7,0.23871440400582772
165992,308887,he,489.0,200.86313748420838,9,0.41076306233989446
166004,308887,in,490.5,218.94050434865736,10,0.44636188450286923
166007,308887,is,557.5555555555555,316.2159511754234,9,0.5671469829770448
166021,308887,le,594.1666666666666,308.5283887532339,6,0.5192623653630866
166033,308887,n ,308.5,161.2944512374806,6,0.5228345258913472
166045,308887,o ,396.125,189.81452413192352,8,0.4791783506012585
166055,308887,ou,333.1666666666667,76.17458018700638,6,0.22863805959081454
166064,308887,r ,272.6666666666667,201.51922985164467,9,0.7390680801405061
166076,308887,s ,152.1,45.952753514403845,10,0.3021219823432206
166087,308887,t ,214.6,120.89407668607167,10,0.5633461168968857
166090,308887,th,176.83333333333334,134.77647038595785,12,0.7621666562825137
166124,309384, CAPS_LOCK,113.0,94.56955112508466,11,0.836898682522873
166126,309384, a,213.375,109.29244843864687,8,0.5122083113703427
166140,309384, s,170.83333333333334,80.58142879514278,6,0.47169616855693336
166141,309384, t,143.4,56.942856346418814,10,0.3970910484408564
166143,309384, w,176.1,127.49941176334893,10,0.7240171025743835
166150,309384,/BKSP,531.0,172.51782516598104,6,0.32489232611295865
166156,309384,BKSP.,335.6666666666667,118.78159228881664,6,0.3538677029458291
166158,309384,BKSPBKSP,160.66666666666666,32.35691111601503,12,0.20139156296274915
166176,309384,CAPS_LOCKBKSP,198.83333333333334,137.94552064734347,6,0.6937746218642589
166179,309384,CAPS_LOCKI,143.57142857142858,50.122706573824544,7,0.34911337912116597
166200,309384,ICAPS_LOCK,82.57142857142857,22.225039503955465,7,0.2691613780755852
166240,309384,d ,172.69230769230768,124.89287717572515,13,0.7232104246255799
166245,309384,e ,133.4,35.314228532449995,20,0.26472435181746623
166280,309384,he,116.2,14.92797522922799,10,0.12846794517407908
166289,309384,in,156.5,40.90467342116676,14,0.2613717151512253
166297,309384,l ,163.0,69.20776174472256,8,0.42458749536639606
166303,309384,ll,170.66666666666666,4.1311822359545785,6,0.02420614591379636
166317,309384,ng,114.66666666666667,29.145611447809202,6,0.25417684402159185
166333,309384,ou,107.44444444444444,24.393191217587294,9,0.22703073522056427
166346,309384,re,90.14285714285714,29.168639389068595,7,0.32358237040171184
166355,309384,s ,137.0,16.468151080191124,6,0.12020548233716148
166365,309384,t ,190.66666666666666,98.0340077048096,6,0.5141643760741762
166368,309384,th,98.5,18.652077632263918,6,0.18936119423618192
166397,309384,y ,230.0,77.95992560283777,9,0.3389561982732077
166402,310627, SHIFT,259.6666666666667,64.89581393793183,6,0.24991969424107252
166403,310627, a,238.4,150.8886270657195,10,0.6329220933964744
166405,310627, c,213.16666666666666,93.60430901762304,6,0.4391132557511636
166409,310627, i,206.33333333333334,108.41240703904697,9,0.5254236205446541
166419,310627, t,244.4090909090909,106.45037256008932,22,0.4355417884176985
166420,310627, w,231.86666666666667,139.43552871010556,15,0.601360819623802
166429,310627,BKSPBKSP,163.0,76.84813832251477,12,0.4714609713037716
166457,310627,SHIFTI,169.28571428571428,65.91841999955774,7,0.3893915105459107
166479,310627,as,218.875,22.573293322609608,8,0.10313326475207131
166480,310627,at,181.83333333333334,40.23638486080313,6,0.22128167659470097
166499,310627,e ,239.2941176470588,192.660570922634,17,0.8051203799618433
166510,310627,er,249.125,19.802146348312853,8,0.07948678915529495
166527,310627,he,148.0,14.236104336041747,10,0.09618989416244424
166528,310627,hi,206.14285714285714,18.631770102243568,7,0.0903828071487907
166534,310627,in,152.75,13.362940612686335,12,0.0874824262696323
166537,310627,is,193.16666666666666,78.02670483024814,6,0.40393462379766076
166546,310627,l ,212.0,106.28452380285664,6,0.5013420934097012
166551,310627,ll,138.71428571428572,10.1277553570092,7,0.07301162461283665
166559,310627,me,160.16666666666666,35.01095066785057,6,0.21859074298345832
166564,310627,n ,313.0,265.87528404623595,7,0.8494418020646516
166570,310627,ng,177.85714285714286,48.62245219178952,7,0.27337924927110574
166578,310627,o ,315.7142857142857,197.5868705875252,7,0.6258407665668219
166585,310627,on,179.1,31.071423097974336,10,0.17348644945825983
166590,310627,ou,149.16666666666666,19.21891429469071,6,0.12884188353982598
166599,310627,r ,231.66666666666666,119.11786879669509,6,0.514177850920986
166608,310627,s ,258.7692307692308,161.85752677697434,13,0.6254898478301624
166616,310627,t ,248.57142857142858,128.9291482742567,14,0.5186804815631016
166622,310627,th,186.5,24.741328447222333,16,0.13266127853738516
166624,310627,to,256.0,266.9838946453512,6,1.0429058384584031
166641,310627,wa,270.57142857142856,32.299933657605465,7,0.11937673474299802
166653,310887, a,774.5,257.2475183831435,8,0.33214656989431046
166660,310887, h,941.1666666666666,124.49966532752875,6,0.13228227235083628
166672,310887, t,848.2857142857143,276.62065904590173,14,0.32609373750779924
166675,310887, w,820.3333333333334,296.6794004757773,6,0.3616571318274408
166686,310887,BKSPBKSP,229.0,110.99099062536563,7,0.48467681495792847
166725,310887,an,289.5,279.84406372120884,6,0.9666461613858682
166740,310887,d ,188.78571428571428,56.48305201416762,14,0.2991913462725489
166748,310887,e ,196.90322580645162,85.23315271994016,31,0.43286823956719284
166762,310887,es,273.2857142857143,182.36110174204208,7,0.6672910152610009
166781,310887,ha,141.16666666666666,33.28913736741561,6,0.23581443235477414
166782,310887,he,171.0,138.70439463444947,12,0.8111368107277747
